OR192585.1	T1
OR127194.1	T1
LC727733.1	T9
LC727984.1	T6
OQ867097.1	T3
OQ333054.1	T1
OP886870.1	T1
OP950159.1	T3
OQ440167.1	T7
OQ440170.1	T7
OQ440179.1	T1
OQ440184.1	T7
OQ440193.1	T7
OQ440204.1	T7
OQ440210.1	T1
OQ440219.1	T7
ON711392.1	T6
OQ082574.1	T6
ON377045.1	T3
OP971572.1	T7
OP963642.1	T3
ON191604.1	T3
OM362101.1	T7
OP718296.1	T1
OP680464.1	T6
MZ848155.1	T6
MZ848156.1	T6
MZ848157.1	T6
OK651112.1	T3
OK651113.1	T3
ON221579.1	T3
MW720864.1	T3
MW924306.1	T6
ON992649.1	T1
LC684240.1	T2
ON989010.1	T1
MW752844.1	T9
OM416837.1	T1
MW575225.1	T1
ON059853.1	T3
ON059879.1	T3
ON059880.1	T3
ON059881.1	T3
ON059883.1	T3
MW771126.1	T6
MW771137.1	T6
MW771148.1	T6
MW383975.1	T1
OM105042.1	T1
MT276811.1	T1
MN836377.1	T1
MT655945.1	T5
LC600817.1	T7
MW280868.1	T3
MT784853.1	T1
MT784854.1	T7
MW292237.1	T9
MT234348.1	T6
MT234359.1	T6
MT876636.1	T1
MT501460.1	T6
LC569888.1	T1
LC569899.1	T1
MK376889.1	T6
LC569341.1	T1
LC569354.1	T3
MT364865.1	T3
LC576616.1	T3
MT025900.1	T1
MT025901.1	T1
MT796874.1	T2
MT226618.1	T3
MT271033.1	T1
MN201549.1	T5
MN481636.1	T4
LC528249.1	T12
LC491535.1	T1
MN365907.1	T8
MN365918.1	T8
MN529946.1	T1
MN067441.1	T6
MN067452.1	T6
MN029112.1	T6
MN029123.1	T1
MN029134.1	T1
MN102371.1	T7
MN626418.1	T6
MN556672.1	T7
MK638878.1	T6
MK302415.1	T1
MK692883.1	T4
MH769740.1	T5
MH267278.1	T7
MH308724.1	T7
MH308725.1	T1
MH785439.1	T1
MK953569.1	T1
MK953578.1	T1
MK953587.1	T1
MK953599.1	T1
MK250432.1	T6
MN066808.1	T1
MN066872.1	T6
MN066879.1	T1
MN066953.1	T6
MK227395.1	T7
MK227406.1	T7
LC438932.1	T3
LC460423.1	T6
MK751430.1	T3
MH171448.1	T1
LC433782.1	T1
LC433793.1	T1
LC433804.1	T1
LC460229.1	T3
LC460240.1	T3
LC467809.1	T3
LC467820.1	T3
LC467842.1	T3
LC467864.1	T3
LC467886.1	T3
LC467897.1	T3
LC467919.1	T3
MH624170.1	T1
LC173862.1	T2
LC173903.1	T2
LC438387.1	T1
MG407653.1	T1
MH700490.1	T1
MH568751.1	T4
MH568762.1	T4
MH668304.1	T4
MG214334.1	T6
MG781039.1	T1
MG781049.1	T1
MG781060.1	T1
MF940627.1	T1
MF940682.1	T1
KX420947.1	T11
LC367322.1	T6
LC326514.1	T3
LC328198.1	T3
MH137272.1	T1
KY937200.1	T1
LC367286.1	T1
LC328252.1	T3
LC328253.1	T3
LC328254.1	T3
LC328255.1	T3
LC328256.1	T3
MG181708.1	T1
KX880433.1	T2
KX880444.1	T3
KU714452.1	T6
KY113328.1	T6
KY113340.1	T6
MF469338.1	T6
KX632350.1	T1
KX655448.1	T2
KY055435.1	T6
KX778510.1	T1
MF168101.1	T6
KX988272.1	T1
KX988283.1	T1
LC095885.1	T1
LC095896.1	T1
LC095918.1	T7
LC095929.1	T1
LC095940.1	T1
LC095951.1	T1
LC105063.1	T1
KX814929.1	T3
KX814950.1	T3
KX814961.1	T3
KU956012.1	T6
KU739909.1	T1
KU739924.1	T1
KU739934.1	T1
KU739944.1	T1
KU739954.1	T1
KU739964.1	T1
KU740004.1	T1
KU740016.1	T1
KU740024.1	T1
KY426805.1	T6
KY053151.1	T7
KX212881.1	T6
LC208016.1	T1
KU356637.1	T2
LC190494.1	T1
LC095907.1	T7
LC095962.1	T6
KU508377.1	T6
LC158124.1	T3
LC133522.1	T6
LC133533.1	T6
LC133544.1	T6
LC133566.1	T6
LC133577.1	T6
KU597752.1	T3
KU128900.1	T6
KX268784.1	T11
KU363139.1	T1
KU363140.1	T1
KU361011.1	T3
KU361013.1	T3
KU361015.1	T3
KU361016.1	T3
KX362697.1	T7
KX363340.1	T7
KX363341.1	T1
KX363353.1	T7
KX363386.1	T7
KX363418.1	T1
KX363440.1	T7
KT934656.1	T4
KT281126.1	T9
LC119101.1	T6
LC119112.1	T6
KT873805.1	T4
KU708264.1	T6
KU587859.1	T4
KT919015.1	T1
KM393175.1	T7
KR262155.1	T1
LC088104.1	T4
LC088112.1	T4
LC088122.1	T4
KR632628.1	T7
LC055555.1	T6
KR086415.1	T12
KF726041.1	T1
KF726063.1	T1
KF726074.1	T1
KR052722.1	T1
KR052732.1	T1
KP752762.1	T1
KP752763.1	T7
KP752853.1	T7
KP752919.1	T7
KP752920.1	T1
KP752955.1	T7
KP752956.1	T1
KP753002.1	T7
